time,user_id,ip,video_id,platform
2025-02-20 00:03:23.250,1009,118.242.155.158,34192,iphone
2025-02-20 00:03:26.500,1182,71.181.62.8,49292,android
2025-02-20 00:03:27.500,2343,177.77.78.25,11527,android
2025-02-20 00:03:33.000,2183,114.34.22.76,54188,android
2025-02-20 00:03:34.250,1014,100.127.38.51,46605,iphone
2025-02-20 00:03:36.750,1129,75.159.60.67,24335,android
2025-02-20 00:03:37.750,779,151.11.28.228,83899,iphone
2025-02-20 00:03:40.500,1186,41.186.86.165,78934,iphone
2025-02-20 00:03:42.000,842,56.0.8.158,48337,android
2025-02-20 00:03:45.750,50,131.191.190.13,83899,iphone
2025-02-20 00:03:49.000,970,112.155.132.54,73277,iphone
2025-02-20 00:03:50.750,816,95.201.5.169,35616,iphone
2025-02-20 00:03:51.250,705,187.205.30.23,24228,iphone
2025-02-20 00:03:51.500,1053,46.141.196.109,73786,android
2025-02-20 00:03:52.750,2143,37.30.87.209,52739,iphone
2025-02-20 00:03:53.500,2240,189.95.197.254,86108,android
2025-02-20 00:03:54.500,2362,77.239.108.227,34192,android
2025-02-20 00:03:56.750,1601,194.45.93.153,18318,iphone
2025-02-20 00:03:59.000,1544,233.238.221.19,44862,android
2025-02-20 00:04:06.500,2194,98.35.17.56,90236,android
2025-02-20 00:04:06.500,2276,74.118.13.53,65523,android
2025-02-20 00:04:12.000,1239,43.239.57.24,90236,android
2025-02-20 00:04:14.500,2141,39.71.41.169,61440,iphone
2025-02-20 00:04:17.000,260,244.30.114.213,15464,android
2025-02-20 00:04:26.250,261,101.34.139.173,73786,android
2025-02-20 00:04:26.500,1485,18.227.36.139,82467,iphone
2025-02-20 00:04:30.250,1671,198.15.127.167,32501,android
2025-02-20 00:04:31.250,1520,195.223.103.82,51942,iphone
2025-02-20 00:04:35.000,1453,5.16.21.122,55523,iphone
2025-02-20 00:04:38.500,1821,197.82.163.72,12916,android
2025-02-20 00:04:38.750,1822,121.219.250.247,27669,android
2025-02-20 00:04:43.500,2265,114.77.39.153,27669,android
2025-02-20 00:04:45.500,216,199.62.78.219,30113,android
2025-02-20 00:04:46.250,1394,177.235.171.195,32359,android
2025-02-20 00:04:47.500,70,59.211.193.150,45526,android
2025-02-20 00:04:48.000,2129,144.71.90.184,40726,android
2025-02-20 00:04:49.000,1763,30.92.171.152,53947,iphone
2025-02-20 00:04:50.500,907,77.111.150.105,27065,android
2025-02-20 00:04:54.000,1143,30.144.160.9,86921,android
2025-02-20 00:04:54.250,181,228.75.217.249,21505,android
2025-02-20 00:04:55.250,350,50.35.181.206,60919,android
2025-02-20 00:04:59.500,712,206.254.16.146,60808,iphone
2025-02-20 00:05:02.500,1684,27.183.48.60,78541,android
2025-02-20 00:05:05.250,1398,211.51.90.237,11471,iphone
2025-02-20 00:05:15.500,2002,229.202.31.241,27630,android
2025-02-20 00:05:16.000,2225,69.71.172.120,55885,iphone
2025-02-20 00:05:18.500,1086,155.195.203.235,60808,iphone
2025-02-20 00:05:20.250,81,233.183.190.152,80855,android
2025-02-20 00:05:24.500,1929,120.36.237.170,99129,iphone
2025-02-20 00:05:26.000,513,164.18.136.182,41213,android
2025-02-20 00:05:26.250,1550,173.118.50.49,60977,iphone
2025-02-20 00:05:28.000,1356,202.242.40.86,78541,android
2025-02-20 00:05:32.250,506,25.89.160.146,90619,iphone
2025-02-20 00:05:35.500,278,55.98.124.82,60395,iphone
2025-02-20 00:05:37.250,1932,74.184.95.68,21505,android
2025-02-20 00:05:39.750,1979,12.225.203.233,90839,iphone
2025-02-20 00:05:42.250,1772,201.173.35.7,83899,android
2025-02-20 00:05:42.250,849,137.157.96.115,60808,iphone
2025-02-20 00:05:43.500,930,202.54.121.59,11527,android
2025-02-20 00:05:45.500,2104,252.188.25.251,61715,iphone
2025-02-20 00:05:46.000,93,225.180.25.225,52739,iphone
2025-02-20 00:05:59.000,164,123.155.204.49,81982,android
2025-02-20 00:05:59.250,1334,195.255.212.221,83155,iphone
2025-02-20 00:06:03.250,154,211.67.248.214,62875,android
2025-02-20 00:06:03.500,2059,237.125.115.148,20289,iphone
2025-02-20 00:06:05.750,1950,214.99.171.112,72242,android
2025-02-20 00:06:06.250,1440,60.50.192.155,84713,iphone
2025-02-20 00:06:07.750,1849,205.221.5.174,56228,android
2025-02-20 00:06:08.250,412,132.114.174.176,84713,iphone
2025-02-20 00:06:11.250,992,140.52.17.79,60919,android
2025-02-20 00:06:11.500,1474,19.134.102.183,95945,android
2025-02-20 00:06:11.750,1454,163.117.129.40,12468,iphone
2025-02-20 00:06:15.250,150,230.84.169.0,35616,android
2025-02-20 00:06:18.000,1589,97.38.149.224,95945,android
2025-02-20 00:06:21.250,822,43.206.36.113,13693,android
2025-02-20 00:06:27.000,397,153.103.86.8,65523,iphone
2025-02-20 00:06:29.750,1957,76.249.242.118,84094,android
2025-02-20 00:06:30.750,1546,165.252.35.226,89627,iphone
2025-02-20 00:06:32.500,458,131.40.61.183,60977,iphone
2025-02-20 00:06:35.750,2180,210.93.47.53,90619,android
2025-02-20 00:06:37.250,1223,77.211.199.162,18413,iphone
2025-02-20 00:06:43.500,506,1.222.46.171,89782,android
2025-02-20 00:06:47.250,2104,152.60.198.144,65523,iphone
2025-02-20 00:06:47.500,1666,115.35.113.54,77794,iphone
2025-02-20 00:06:50.500,816,7.107.113.180,76945,iphone
2025-02-20 00:06:51.750,240,108.41.62.59,13693,iphone
2025-02-20 00:06:52.000,73,33.47.192.109,40726,android
2025-02-20 00:06:54.500,1382,202.233.229.150,36471,iphone
2025-02-20 00:06:55.500,792,142.144.232.144,26064,android
2025-02-20 00:06:59.750,718,238.85.172.58,32501,iphone
2025-02-20 00:07:00.250,972,61.79.226.197,90619,iphone
2025-02-20 00:07:02.500,714,110.156.191.127,57791,iphone
2025-02-20 00:07:03.250,901,185.66.251.219,83899,android
2025-02-20 00:07:06.500,2212,118.223.46.94,55634,android
2025-02-20 00:07:06.500,756,73.79.1.139,60977,iphone
2025-02-20 00:07:07.000,1962,96.218.111.63,26064,iphone
2025-02-20 00:07:07.750,1981,149.163.189.78,60808,android
2025-02-20 00:07:08.250,1932,10.161.184.237,89224,iphone
2025-02-20 00:07:09.250,740,32.126.120.131,16651,android
2025-02-20 00:07:10.250,1530,78.87.160.110,50422,iphone
2025-02-20 00:07:12.250,1405,220.170.157.143,79909,android
2025-02-20 00:07:13.250,655,211.207.252.151,24335,android
2025-02-20 00:07:14.000,2337,160.252.128.235,34192,android
2025-02-20 00:07:14.500,1912,174.125.168.109,78934,iphone
2025-02-20 00:07:16.250,980,135.22.247.156,86108,android
2025-02-20 00:07:20.250,519,219.236.254.197,33533,android
2025-02-20 00:07:28.500,652,55.199.42.0,53947,iphone
2025-02-20 00:07:29.500,699,22.92.28.206,55926,android
2025-02-20 00:07:33.000,336,108.107.188.35,60808,iphone
2025-02-20 00:07:34.000,104,243.145.21.87,11895,android
2025-02-20 00:07:34.750,422,7.242.78.181,32501,iphone
2025-02-20 00:07:36.000,1693,112.33.218.172,83899,android
2025-02-20 00:07:38.250,1791,249.232.253.227,83899,iphone
2025-02-20 00:07:39.250,1427,148.184.216.126,27065,android
2025-02-20 00:07:40.250,1038,62.0.114.255,35616,iphone
2025-02-20 00:07:43.750,659,114.151.182.233,78541,android
2025-02-20 00:07:46.000,2380,85.159.179.9,52739,android
2025-02-20 00:07:46.750,389,15.33.90.92,61715,android
2025-02-20 00:07:47.500,1501,244.143.185.8,44862,android
2025-02-20 00:07:52.250,1867,127.100.118.9,92313,android
2025-02-20 00:07:55.250,94,216.129.212.88,31866,android
2025-02-20 00:07:57.250,1445,33.203.149.117,74267,iphone
2025-02-20 00:07:57.500,1363,219.121.26.32,30113,iphone
2025-02-20 00:07:57.500,136,155.98.79.133,11471,android
2025-02-20 00:07:57.750,1569,62.250.138.42,62875,android
2025-02-20 00:08:01.000,1226,51.253.93.227,70143,android
2025-02-20 00:08:02.500,1830,86.24.204.102,77794,iphone
2025-02-20 00:08:03.500,2166,93.55.236.135,55617,android
2025-02-20 00:08:04.500,1071,53.186.42.212,17284,iphone
2025-02-20 00:08:07.750,1219,175.168.50.135,17284,android
2025-02-20 00:08:10.000,182,8.86.99.205,52739,iphone
2025-02-20 00:08:11.250,1960,87.192.84.163,43623,iphone
2025-02-20 00:08:12.000,310,180.235.255.101,35616,android
2025-02-20 00:08:12.750,293,213.180.152.225,90619,iphone
2025-02-20 00:08:14.750,1232,0.126.19.163,73786,android
2025-02-20 00:08:15.000,43,34.116.225.185,58204,android
2025-02-20 00:08:20.250,783,166.165.222.55,90839,iphone
2025-02-20 00:08:24.000,98,39.22.198.34,60483,iphone
2025-02-20 00:08:25.250,1367,34.178.88.57,60919,android
2025-02-20 00:08:31.250,1875,161.172.52.56,86108,iphone
2025-02-20 00:08:32.750,1357,106.84.228.33,32501,iphone
2025-02-20 00:08:34.250,907,242.134.108.218,13693,iphone
2025-02-20 00:08:38.500,155,228.168.216.53,11527,iphone
2025-02-20 00:08:39.000,2005,59.40.0.37,12078,android
2025-02-20 00:08:39.000,1486,97.2.169.10,73786,iphone
2025-02-20 00:08:46.500,2362,145.30.201.189,78541,iphone
2025-02-20 00:08:54.250,1727,94.225.199.91,81329,android
2025-02-20 00:08:54.250,1335,255.7.19.155,21474,android
2025-02-20 00:09:01.250,293,164.231.152.192,12916,iphone
2025-02-20 00:09:03.750,753,80.50.23.197,80855,android
2025-02-20 00:09:06.000,917,118.167.181.102,24228,iphone
2025-02-20 00:09:10.000,1631,138.34.108.30,62875,iphone
2025-02-20 00:09:11.250,1584,38.16.170.241,11895,iphone
2025-02-20 00:09:12.250,506,168.148.111.82,34873,android
2025-02-20 00:09:20.500,1013,122.158.81.133,32501,android
2025-02-20 00:09:23.750,2183,53.3.72.43,76945,android
2025-02-20 00:09:24.500,2212,184.76.181.89,51942,iphone
2025-02-20 00:09:26.500,749,143.145.43.225,13663,iphone
2025-02-20 00:09:27.750,469,85.200.16.38,15451,android
2025-02-20 00:09:28.500,2200,158.219.93.81,60563,android
2025-02-20 00:09:30.250,556,91.62.219.15,86108,iphone
2025-02-20 00:09:31.750,264,106.150.101.61,25566,android
2025-02-20 00:09:36.250,1711,181.103.29.156,18318,android
2025-02-20 00:09:45.000,620,32.29.61.18,55926,android
2025-02-20 00:09:46.500,1926,161.10.45.54,25566,iphone
2025-02-20 00:09:51.750,422,181.252.239.187,79909,android
2025-02-20 00:09:52.250,319,119.43.30.25,30113,iphone
2025-02-20 00:09:55.000,936,31.192.27.211,83155,android
2025-02-20 00:09:57.250,1251,151.218.48.187,81329,android
2025-02-20 00:09:57.750,1990,253.201.215.29,97684,iphone
2025-02-20 00:10:02.250,1938,167.8.208.81,45613,android
2025-02-20 00:10:04.250,457,221.129.162.177,26064,iphone
2025-02-20 00:10:05.000,1260,99.53.34.47,55926,android
2025-02-20 00:10:06.750,1161,211.237.113.141,32501,android
2025-02-20 00:10:07.500,1401,54.198.25.79,58204,iphone
2025-02-20 00:10:10.500,1546,192.20.228.122,12468,android
2025-02-20 00:10:12.250,721,23.224.31.176,70143,android
2025-02-20 00:10:16.000,284,212.13.115.85,90839,android
2025-02-20 00:10:18.250,701,209.248.182.102,51192,android
2025-02-20 00:10:20.250,1836,241.170.55.237,24228,android
2025-02-20 00:10:21.500,1996,236.11.197.57,81879,android
2025-02-20 00:10:25.500,243,124.103.37.236,17378,iphone
2025-02-20 00:10:26.000,952,239.92.219.222,36471,android
2025-02-20 00:10:33.250,1720,240.20.224.255,17284,android
2025-02-20 00:10:34.000,2254,214.172.132.44,75222,iphone
2025-02-20 00:10:35.500,621,142.36.166.89,83899,android
2025-02-20 00:10:41.250,679,103.216.131.73,47841,iphone
2025-02-20 00:10:43.000,193,239.196.214.146,90839,android
2025-02-20 00:10:46.500,1030,96.134.109.244,13693,iphone
2025-02-20 00:10:46.500,692,152.62.118.77,17378,iphone
2025-02-20 00:10:47.000,2367,164.188.33.155,43623,iphone
2025-02-20 00:10:47.750,1046,58.104.124.65,13333,iphone
2025-02-20 00:10:48.250,1917,49.144.250.254,72424,android
2025-02-20 00:10:49.000,705,233.153.214.222,18318,iphone
2025-02-20 00:10:50.250,156,165.134.12.41,47262,iphone
2025-02-20 00:10:56.500,879,177.255.255.212,12078,iphone
2025-02-20 00:11:06.500,1235,172.1.57.193,54188,iphone
2025-02-20 00:11:11.000,2382,153.248.56.114,35616,android
2025-02-20 00:11:13.250,401,88.198.114.2,34873,android
2025-02-20 00:11:14.000,1615,24.205.103.47,18127,iphone
2025-02-20 00:11:15.500,2096,114.165.177.132,70143,iphone
2025-02-20 00:11:18.750,689,239.93.103.132,76945,android
2025-02-20 00:11:19.750,494,129.36.48.48,17284,android
2025-02-20 00:11:20.250,2183,188.200.196.157,27630,android
2025-02-20 00:11:22.000,1842,38.132.118.168,10277,iphone
2025-02-20 00:11:24.250,1393,55.170.148.19,11471,android
2025-02-20 00:11:24.500,77,87.178.136.172,47262,iphone
2025-02-20 00:11:27.000,1831,10.132.214.99,45613,android
2025-02-20 00:11:34.000,635,2.182.23.184,53947,iphone
2025-02-20 00:11:34.250,1864,216.60.69.186,73277,android
2025-02-20 00:11:35.250,2132,36.235.155.193,33994,android
2025-02-20 00:11:37.500,115,67.122.0.200,80855,iphone
2025-02-20 00:11:38.250,1501,32.203.237.171,19961,iphone
2025-02-20 00:11:38.250,714,149.91.50.90,50422,iphone
2025-02-20 00:11:38.500,1011,9.51.43.116,86108,android
2025-02-20 00:11:39.250,2146,32.32.140.104,72242,iphone
2025-02-20 00:11:43.750,1766,104.217.162.186,48408,android
2025-02-20 00:11:44.000,215,137.170.163.132,80855,iphone
2025-02-20 00:11:44.500,1972,224.68.85.176,66580,android
2025-02-20 00:11:46.500,2278,85.36.50.162,46453,android
2025-02-20 00:11:47.000,2242,53.211.180.69,90619,iphone
2025-02-20 00:11:56.250,1974,12.213.42.41,56587,android
2025-02-20 00:12:00.750,1750,235.158.165.133,21505,android
2025-02-20 00:12:01.500,94,91.197.126.42,74267,iphone
2025-02-20 00:12:02.250,166,211.158.25.102,43623,android
2025-02-20 00:12:04.250,2085,187.122.71.237,80855,iphone
2025-02-20 00:12:05.750,564,185.127.16.53,27669,iphone
2025-02-20 00:12:07.500,2100,2.139.80.156,25566,android
2025-02-20 00:12:07.750,1043,127.11.72.58,13693,iphone
2025-02-20 00:12:08.750,2290,161.31.85.216,54188,iphone
2025-02-20 00:12:14.000,352,160.209.169.51,84713,android
2025-02-20 00:12:15.500,504,215.26.221.19,30113,iphone
2025-02-20 00:12:16.750,1567,51.136.232.129,32501,iphone
2025-02-20 00:12:19.500,122,199.18.164.143,33533,android
2025-02-20 00:12:21.000,970,71.102.237.106,40726,android
2025-02-20 00:12:22.750,300,23.83.171.41,76945,android
2025-02-20 00:12:27.250,2237,169.63.20.76,75222,android
2025-02-20 00:12:30.000,702,13.88.135.178,54188,iphone
2025-02-20 00:12:31.000,1993,81.239.148.128,90619,android
2025-02-20 00:12:35.750,930,175.16.177.27,46453,iphone
2025-02-20 00:12:36.250,1148,231.231.6.119,60977,iphone
2025-02-20 00:12:37.750,800,106.132.241.14,84713,iphone
2025-02-20 00:12:38.000,2204,12.228.49.23,52739,android
2025-02-20 00:12:38.500,1363,190.106.81.136,43623,android
2025-02-20 00:12:43.750,1725,51.193.62.55,34192,iphone
2025-02-20 00:12:45.500,1290,185.92.51.60,40726,iphone
2025-02-20 00:12:45.750,1311,247.158.162.53,13333,android
2025-02-20 00:12:51.750,73,24.27.176.156,21505,android
2025-02-20 00:12:53.250,423,66.211.127.90,86921,android
2025-02-20 00:12:56.750,251,239.181.205.95,52739,iphone
2025-02-20 00:12:58.750,97,212.88.67.162,99129,iphone
2025-02-20 00:13:02.500,279,247.74.165.17,12787,iphone
2025-02-20 00:13:04.750,1822,156.134.215.21,25566,android
2025-02-20 00:13:19.000,449,25.252.213.36,75222,android
2025-02-20 00:13:20.250,2403,142.252.242.156,84713,android
2025-02-20 00:13:20.500,663,17.223.186.244,24335,android
2025-02-20 00:13:25.500,1380,188.202.39.70,12787,iphone
2025-02-20 00:13:26.250,1177,99.9.98.219,44862,iphone
2025-02-20 00:13:29.750,829,113.115.42.3,70143,iphone
2025-02-20 00:13:32.750,1120,128.79.231.168,21505,iphone
2025-02-20 00:13:33.000,2015,81.194.148.81,62766,iphone
2025-02-20 00:13:33.000,1275,98.14.218.43,35616,iphone
2025-02-20 00:13:34.000,2259,37.139.57.27,17284,iphone
2025-02-20 00:13:35.250,1332,233.156.178.166,16849,iphone
2025-02-20 00:13:35.750,2314,104.69.40.89,73786,iphone
2025-02-20 00:13:40.250,2380,156.72.222.249,89186,android
2025-02-20 00:13:40.500,717,144.238.181.206,32359,iphone
2025-02-20 00:13:41.250,301,249.125.156.119,83899,android
2025-02-20 00:13:41.750,1199,99.128.224.89,75222,iphone
2025-02-20 00:13:42.750,741,200.214.137.239,32359,iphone
2025-02-20 00:13:45.250,744,106.139.18.53,79909,android
2025-02-20 00:13:48.750,702,231.234.44.220,84713,android
2025-02-20 00:13:57.500,1735,194.91.12.70,73786,android
2025-02-20 00:13:58.500,2393,0.130.168.121,55523,android
2025-02-20 00:14:00.750,286,212.52.86.190,95945,android
2025-02-20 00:14:04.000,718,165.92.135.205,87627,android
2025-02-20 00:14:09.750,904,220.228.129.103,70143,android
2025-02-20 00:14:20.250,2235,148.75.244.125,50324,android
2025-02-20 00:14:22.750,172,11.131.43.165,61440,iphone
2025-02-20 00:14:26.250,2218,83.4.182.7,81879,android
2025-02-20 00:14:29.000,1880,204.50.113.231,95945,android
2025-02-20 00:14:32.000,1244,153.216.18.208,64624,android
2025-02-20 00:14:36.000,1979,18.103.3.8,69815,iphone
2025-02-20 00:14:36.250,640,135.217.161.60,83899,android
2025-02-20 00:14:36.500,488,81.86.138.52,30113,android
2025-02-20 00:14:37.250,1488,77.20.95.177,89224,iphone
2025-02-20 00:14:40.000,1590,136.57.14.161,21474,iphone
2025-02-20 00:14:40.750,147,0.109.141.226,12787,iphone
2025-02-20 00:14:41.250,481,1.13.63.196,83899,iphone
2025-02-20 00:14:41.750,65,19.114.150.147,27630,android
2025-02-20 00:14:47.750,295,166.108.113.191,73588,android
2025-02-20 00:14:50.500,901,152.162.111.136,80855,android
2025-02-20 00:14:51.500,1453,203.31.85.136,48408,iphone
2025-02-20 00:14:51.500,1251,5.221.13.217,24335,iphone
2025-02-20 00:14:52.000,1053,158.224.142.29,74267,android
2025-02-20 00:14:55.250,1950,168.241.84.131,96641,iphone
2025-02-20 00:14:57.000,1739,225.251.184.149,36471,iphone
2025-02-20 00:14:58.000,1963,157.190.71.188,60483,android
2025-02-20 00:15:01.250,2101,213.235.195.207,46605,iphone
2025-02-20 00:15:02.750,1964,4.39.240.146,95945,iphone
2025-02-20 00:15:07.750,1842,236.17.116.112,15451,android
2025-02-20 00:15:17.000,2170,167.213.161.49,72424,android
2025-02-20 00:15:18.000,1406,72.218.64.3,55926,iphone
2025-02-20 00:15:18.000,143,144.59.206.183,32501,iphone
2025-02-20 00:15:24.000,1909,17.58.133.151,84713,android
2025-02-20 00:15:24.500,2130,92.228.27.123,90619,android
2025-02-20 00:15:26.500,640,251.148.92.176,46453,android
2025-02-20 00:15:31.000,1391,145.28.251.51,17284,android
2025-02-20 00:15:36.000,1025,30.84.23.151,74267,android
2025-02-20 00:15:36.000,59,157.41.242.164,65523,iphone
2025-02-20 00:15:36.250,2083,129.188.142.174,27630,android
2025-02-20 00:15:37.500,206,91.164.135.220,62875,iphone
2025-02-20 00:15:38.000,2236,17.164.160.16,86108,iphone
2025-02-20 00:15:39.000,1919,30.182.146.201,48408,iphone
2025-02-20 00:15:40.500,621,90.146.244.153,63698,iphone
2025-02-20 00:15:40.500,1818,208.131.47.150,83899,android
2025-02-20 00:15:46.250,1622,241.78.31.16,75222,android
2025-02-20 00:15:47.750,1338,89.137.14.135,60808,android
2025-02-20 00:15:49.000,1365,189.0.90.10,21474,android
2025-02-20 00:15:50.750,991,160.113.35.107,60563,iphone
2025-02-20 00:15:51.750,723,101.167.80.64,95945,iphone
2025-02-20 00:15:53.250,1709,184.164.95.78,50422,android
2025-02-20 00:15:53.750,1958,120.173.202.210,10277,android
2025-02-20 00:15:56.750,2310,46.178.121.53,64392,android
2025-02-20 00:15:57.750,1275,241.95.196.72,89782,iphone
2025-02-20 00:16:01.500,1106,233.219.71.108,51192,android
2025-02-20 00:16:03.250,922,95.25.221.2,46453,iphone
2025-02-20 00:16:03.750,1413,220.58.102.73,60919,iphone
2025-02-20 00:16:07.000,299,74.22.202.85,97942,iphone
2025-02-20 00:16:13.500,914,28.137.125.229,13333,android
2025-02-20 00:16:19.000,1973,223.128.149.187,83155,iphone
2025-02-20 00:16:24.250,1994,172.249.47.70,18318,android
2025-02-20 00:16:26.750,2254,128.239.46.226,65523,iphone
2025-02-20 00:16:28.750,1081,199.108.150.105,55523,android
2025-02-20 00:16:29.750,1686,36.104.147.138,51192,iphone
2025-02-20 00:16:31.500,1802,133.42.6.162,24228,android
2025-02-20 00:16:34.500,367,51.214.215.245,49292,android
2025-02-20 00:16:35.000,1433,174.84.22.49,17378,iphone
2025-02-20 00:16:35.750,178,74.197.215.186,15464,iphone
2025-02-20 00:16:35.750,1399,200.68.70.37,44862,iphone
2025-02-20 00:16:36.250,42,128.217.35.210,56228,iphone
2025-02-20 00:16:37.000,441,162.183.1.173,35616,iphone
2025-02-20 00:16:37.000,769,189.115.61.112,41475,android
2025-02-20 00:16:38.250,1285,169.73.57.55,27669,iphone
2025-02-20 00:16:38.500,1228,157.14.26.221,83899,iphone
2025-02-20 00:16:40.000,401,188.229.57.225,51192,iphone
2025-02-20 00:16:41.500,1394,91.161.108.12,60977,android
2025-02-20 00:16:46.500,162,99.211.139.63,29859,android
2025-02-20 00:16:47.750,1278,201.99.47.176,86108,android
2025-02-20 00:16:48.500,1978,213.223.95.43,17378,iphone
2025-02-20 00:16:48.750,174,146.127.99.192,58204,iphone
2025-02-20 00:16:55.500,383,9.147.75.201,29859,android
2025-02-20 00:16:57.250,854,168.118.218.75,30113,android
2025-02-20 00:16:58.250,269,241.215.123.132,80855,android
2025-02-20 00:17:06.250,2133,156.92.211.199,90236,android
2025-02-20 00:17:08.000,2260,50.83.87.49,52006,iphone
2025-02-20 00:17:10.500,455,169.152.105.238,25566,android
2025-02-20 00:17:11.000,721,252.24.13.44,27630,iphone
2025-02-20 00:17:15.750,1789,58.224.131.148,20289,iphone
2025-02-20 00:17:16.250,682,6.79.205.173,18318,iphone
